ID_Cliente	N_pedidos	Valor	Dist_m_restaurante	Tempo_m_entrega
285275	1	474	3	33
285372	3	874	2.6	17
285592	2	303	0.5	51
285835	2	167	1.8	40
285871	3	2569	3.6	17
286092	4	549	2.8	41
286329	11	3554	1.9	24
286452	11	9125	3.5	20
286480	8	1517	1.9	56
286538	4	801	2.7	54
286540	21	2074	1.7	62
286636	3	1283	2.8	61
286800	11	776	2.2	27
286834	35	1922	2.3	38
286928	1	176	1.6	17
287254	11	9026	1.7	51
287281	9	2882	2	19
287327	1	73	1.9	22
287367	5	1328	1.3	33
287382	11	3630	1.6	31
287526	2	228	3	22
287582	6	2362	0.9	20
287863	1	61	1.3	27
288211	1	756	0	16
288436	1	432	4.2	28
288554	4	3867	3.5	52
289032	17	87	3.3	48
289044	1	1047	3.1	25
289108	22	15468	1.2	56
289233	2	1917	2.8	51
289328	11	3921	2.6	27
289440	8	1869	2.2	30
289827	1	57	4	18
289887	10	5910	1.8	41
289913	29	7666	2.4	41
290027	3	1368	3.3	57
290145	12	4719	1.9	25
290232	1	211	3.5	47
290255	5	2498	2.1	33
290450	4	253	2.1	40
290735	2	2578	3.5	49
290803	1	207	3.2	48
291051	1	10	3.4	39
291197	10	2682	3.3	24
291204	9	2937	3.4	21
291214	1	107	0.3	24
291515	1	352	2.9	42
291556	2	2076	2.4	22
292094	11	2097	1.8	47
292316	10	3650	4.3	56
292416	3	945	1.1	24
292485	3	96	1.9	15
292701	11	5217	1.7	18
293153	1	180	1.6	56
293220	5	651	3.4	52
293408	5	237	2.1	53
293445	24	7119	1.7	23
293594	5	489	3.6	43
293700	1	115	3.5	41
293828	1	310	0.2	20
294071	8	1469	3.8	22
294258	1	296	3.6	38
294446	36	25770	2.2	51
294550	2	668	2.1	30
294578	2	393	2.6	54
294668	2	1646	2.9	39
294828	1	512	0.4	50
294926	2	632	1.5	28
295325	17	5953	2.6	56
295376	25	551	2.6	47
295430	16	1863	2.1	18
295906	3	838	2.9	31
295993	2	711	1.7	36
296051	18	6452	1.7	52
296214	23	10518	2.6	39
296832	4	92	2.2	47
296951	4	351	2.9	38
296954	1	424	1.5	42
297010	1	441	1.8	47
297112	2	1627	1.6	24
297227	25	25327	2	25
297257	5	2018	2.9	51
297275	5	4497	2.6	35
297473	1	746	3.6	21
297664	1	188	1.8	30
297784	3	1810	2	40
297957	6	2039	1.3	44
297984	3	633	2.8	26
298167	18	4380	2.8	53
298467	12	6340	2.4	36
298504	1	553	4	57
298590	1	452	2.8	27
298707	4	1069	2.6	49
298858	2	1038	1.5	34
299347	1	131	1.6	29
299563	1	329	4.1	35
299568	10	5697	2.4	32
299579	8	1845	2.7	49
299588	1	343	1.9	23
299664	2	1275	2.1	47
299946	5	2367	3.8	36
300200	4	3973	2.2	52
300227	21	5383	2.7	34
300264	1	36	1	21
300337	3	102	1.1	22
300418	1	1273	1.8	24
300447	1	11	0.9	22
300672	15	2077	3.6	33
300729	3	296	1.9	31
300740	27	9116	3	37
300886	22	355	2.4	19
300998	1	2196	0.7	51
301138	2	702	4	33
301356	1	142	3.3	32
301524	189	36020	2.5	57
301528	1	645	3.2	28
301636	13	8069	1.2	37
301681	3	678	2.1	35
301783	1	565	0.5	15
301885	22	10072	2.1	56
301920	49	12926	2.9	48
302197	1	44	4.2	21
302295	2	1490	3	47
302561	3	754	2.2	44
302802	1	432	2.9	34
302830	6	812	1.6	39
302957	1	179	1.2	40
303038	4	58	1.1	26
303248	2	258	1.2	36
303389	1	47	2.1	30
303478	9	1310	3.5	52
303526	1	515	0.6	34
303659	2	1311	1.6	36
303984	1	676	4	30
304198	1	453	3	54
304303	1	981	3	35
304318	1	387	3.6	37
304325	11	6352	2.7	33
304355	20	12775	3.5	20
304374	43	13190	2.3	24
304385	36	14728	2.3	43
304761	1	253	3.8	44
304786	3	1587	2.5	17
304820	1	323	3.7	44
304866	13	2533	3.1	34
305023	1	122	2.3	73
305079	13	3215	2	34
305169	2	983	2.6	62
305187	7	1733	2.7	27
305294	15	1206	1.7	43
305832	3	432	1.1	44
306029	8	3443	2.5	26
306130	3	200	2.8	45
306320	12	3419	2.4	24
306334	4	1104	3.1	61
306702	2	828	2.2	47
306823	2	963	1	53
306884	6	108	4.3	26
306928	7	1644	2.9	38
306943	3	194	1.8	51
306944	1	17	0.9	21
306998	42	775	2.1	38
307030	3	908	3.4	40
307042	10	4093	1.2	46
307270	35	15377	2.9	24
307319	52	11606	1.8	35
307362	3	1721	3.3	28
307608	1	199	1.8	42
307633	1	54	1.5	40
307907	2	743	1.9	24
308232	2	894	2.5	21
308499	1	254	2.2	42
309535	2	791	3	39
309598	5	2727	2.6	51
309704	1	306	2.7	28
309847	5	1375	2.2	55
309929	1	631	3.1	58
310132	8	596	3.5	26
310174	12	566	2.9	34
310204	1	607	2.5	33
310321	11	1420	2.8	50
310843	1	510	2	22
310990	8	2177	3	59
311185	104	30949	1.8	61
311317	1	181	0.3	26
311361	1	234	0.2	47
311485	1	314	1.2	47
311799	4	1193	0.9	33
311950	12	1320	1	22
311956	2	791	3.5	67
312049	24	1790	2.9	51
312074	30	1340	2.5	40
312208	6	3557	2.1	43
312254	7	3674	3.3	24
312800	14	2311	2.2	43
313007	2	240	3	55
313116	7	11	1.3	47
313419	25	4432	1.8	55
313587	3	2212	3.8	28
313623	1	300	1.8	61
313753	1	270	2.4	48
313861	1	83	3.4	50
313956	3	534	2.8	42
314040	1	555	2.8	45
314043	1	167	1.2	18
314298	1	224	5.5	66
314355	3	432	3.5	31
314409	3	2731	2.9	43
314501	25	13617	2.8	19
314556	1	616	2.1	47
314603	2	880	2.1	33
314680	3	242	1.7	37
315023	1	125	3.7	44
315084	3	436	3.8	49
315733	13	164	3.6	21
316034	12	932	1.3	43
316066	8	2513	2.1	63
316161	4	2986	2.5	52
316235	1	64	0.8	37
317063	1	354	3.5	19
317326	12	109	1.9	26
318067	1	47	1.1	39
318108	24	2522	3.4	40
318234	9	1088	2.2	36
318286	2	2011	2.6	41
318312	2	858	4.1	39
318695	2	138	2	36
318787	5	36	1.5	42
318828	21	484	2.9	66
318998	16	4706	2.2	23
319015	2	642	1.6	67
319367	25	241	2.2	35
319628	5	29	4.2	60
319789	6	2475	3	64
319912	2	34	1.8	36
320117	3	278	0.9	47
320219	1	423	4.1	37
320230	1	38	1.4	25
320311	8	2593	3.9	18
320397	3	374	3	16
320404	2	3328	2.3	40
320473	1	264	1.7	37
320542	3	6026	2.8	22
321161	11	1848	1.7	33
321413	23	21611	3.1	54
321460	1	105	0.2	43
321495	4	946	3.4	52
321525	53	9222	2	38
321546	2	528	3.1	28
321753	4	751	2.6	38
322552	1	153	1	28
322588	3	607	2.9	50
322650	1	374	1.4	29
322668	9	1698	2.5	50
322732	10	3631	2.2	57
322816	1	85	2	18
322824	26	6960	3.1	20
322850	18	3582	3	28
323026	4	327	2.5	39
323047	1	426	1.2	63
323060	1	354	0.5	51
323209	3	1548	3.4	40
323238	18	306	3.5	29
323291	2	1004	4.3	25
323374	37	15607	1.5	35
323679	1	295	4.4	45
323768	2	260	2.3	23
323771	5	1359	1.9	35
323902	11	3278	2.7	55
324030	1	57	4.2	56
324094	1	186	2	18
324341	5	1279	2.2	58
324380	4	3952	2.4	44
324820	1	179	3.7	66
324980	1	574	5.1	23
325115	9	3774	1.6	25
325145	3	186	2.2	36
325309	2	1271	3	40
325520	2	515	2	40
325541	1	288	2.5	18
326062	6	555	1.2	46
326302	2	1483	2.3	46
326374	8	1328	2.3	42
326426	2	227	0.8	27
326444	15	2457	2.7	38
326532	1	166	1.8	15
326701	1	558	1.8	30
326782	12	2019	1.8	50
326880	2	600	2.2	57
326924	1	388	1.3	22
327215	1	346	2.8	68
327241	8	234	2.8	49
327348	1	279	3.5	39
327375	1	604	1.2	29
327383	4	402	3.2	21
327757	60	21018	2.4	44
327791	7	8250	2.2	17
328006	3	237	3.9	31
328204	5	708	1.9	46
328320	1	233	3	26
328401	73	2479	3.1	43
328520	1	325	3.5	43
328633	1	439	2.4	52
328846	1	249	1.7	31
329194	1	122	2.6	36
329302	6	1550	2.4	42
329582	4	570	2.5	34
329670	2	172	2	24
329752	19	606	1.9	24
329843	4	86	2.9	36
329937	5	895	2.9	50
330657	4	1770	4.4	35
330675	6	2466	2.2	59
330695	6	3865	3.9	22
330785	3	1986	3.2	59
330977	10	557	1.9	41
331098	3	1083	1.9	36
331174	1	66	0.1	30
331311	2	504	1.6	54
331430	7	3343	2.5	23
331465	5	2334	2.9	28
331474	1	97	0.6	18
331504	3	2784	3.2	50
331694	1	227	3.2	28
331959	1	878	2.9	65
332288	4	2283	3	50
332295	9	3869	2.9	41
332503	6	528	1.7	32
332533	3	1266	1.3	42
332585	24	2509	1.9	43
332719	80	28466	2.1	45
332878	19	11986	2.7	50
332905	1	517	4.9	44
332914	4	2456	0.9	26
332938	1	45	4.2	41
332997	1	93	1.5	34
333066	3	556	3	64
333139	6	5985	1.6	48
333477	4	1288	2.7	28
333498	1	280	2.6	28
333508	2	200	3	42
333587	2	1167	3.2	18
333693	1	370	3.5	24
333762	1	460	1.6	50
334110	1	110	3	61
334153	2	1201	2	33
334261	60	5953	2.8	22
334569	16	1060	3.7	53
334647	1	921	2.3	25
334716	1	740	2.6	41
334898	1	554	2.8	58
334909	10	2638	3.8	50
335079	1	531	0.4	27
335126	19	14243	1.5	24
335145	2	1564	3.1	52
335161	1	135	1.6	23
335225	1	64	3.6	30
335259	5	2796	0.8	27
335400	12	3802	2.1	35
335466	8	5307	2.6	57
335471	13	1390	1.4	25
335500	7	3866	3.4	53
335729	29	1232	2.8	24
335736	1	363	2.1	30
335845	1	36	0.7	35
335972	6	1441	2.3	39
336244	2	389	2	26
336460	1	81	3.2	22
336533	40	21621	2.6	54
336705	3	361	2.7	28
336762	1	222	2	44
336944	1	568	1.3	41
337003	1	305	2.9	49
337026	2	724	2.1	18
337077	3	979	2.1	29
337374	3	284	2.3	51
337417	1	603	2	40
337454	3	435	3.7	59
337474	3	39	2.7	46
337722	46	20944	2.6	21
337828	5	4644	2.9	31
337907	2	1103	2.1	53
338066	3	1049	3.6	63
338171	9	3641	2.8	35
338188	1	85	1.1	29
338369	1	435	2.9	19
338371	1	496	3.9	58
338418	1	265	2.6	29
338531	5	3169	3.1	21
338636	1	209	0.4	57
338651	2	87	2.3	22
338721	1	694	4.2	44
338759	2	2266	2.8	23
338766	17	7790	2.4	29
338827	119	25935	1.6	29
338861	1	1101	3.9	59
338887	1	110	0.9	58
338915	11	5387	1.7	22
339182	35	2034	3.1	50
339257	4	1625	1.2	53
339294	3	543	1.4	35
339361	12	524	1.3	24
339455	10	2329	3.6	17
339497	8	707	1.9	26
339656	1	122	3.5	39
339668	2	48	1.3	18
340013	2	227	3.7	29
340478	2	905	2.5	41
340484	2	228	2.2	28
340745	5	1721	3.2	53
340882	8	855	3.2	30
340939	1	965	2.7	49
340965	1	542	3.2	47
340966	2	109	2.6	61
341273	4	97	1.4	41
341382	1	99	2.1	49
341399	1	333	1.7	29
341612	1	578	2.3	43
341676	1	57	0	41
341836	2	1104	0.9	18
341869	4	2105	1.9	62
341891	1	107	3	31
342031	1	411	3.6	35
342101	4	184	2	25
342278	1	84	1.4	43
342292	1	79	0.5	17
342315	1	53	1.8	59
342320	4	1160	2.3	22
342475	4	266	3.3	21
342888	1	180	5.2	49
342970	58	14314	3	34
343085	10	1295	1.1	28
343191	11	2636	2.7	46
343243	3	2219	2.2	50
343757	1	390	3.4	68
343889	13	5421	1	30
343938	1	615	0.7	61
344141	1	214	2.4	52
344193	3	455	0.5	54
344215	31	21504	1.8	49
344372	2	204	3.5	41
344506	2	724	2.6	37
344751	2	922	2.7	42
344758	4	5168	1.1	47
344840	2	344	2.7	58
344926	4	1139	2.7	39
345086	2	63	2.6	17
345292	4	1709	2.2	34
345298	11	2418	2.7	23
345574	1	382	2.5	37
345653	52	837	1.3	43
345758	56	1946	3.1	63
345779	4	1343	1.2	28
346060	1	211	2.7	49
346077	1	211	0.1	40
346132	1	984	4	62
346158	1	239	4.6	39
346200	1	406	3.8	51
346258	8	1902	3.4	27
346270	1	170	2.2	29
346447	2	804	4.3	41
346522	9	685	1.9	23
346776	2	1261	3.6	55
346819	17	2355	2.1	39
346849	2	60	0.2	38
347006	1	173	2.3	57
347503	5	258	1.9	32
347508	2	642	3.7	41
347794	16	811	2.8	27
348015	3	475	3	36
348107	1	136	4.6	49
348176	4	1417	1.4	31
348425	10	4573	1.5	28
348426	2	351	3.4	44
348700	2	177	3.3	35
348708	12	1042	3.1	26
349161	1	568	2.5	42
349179	5	544	1.6	18
349354	8	1584	2.2	49
349393	4	2243	2.3	22
349681	1	20	4.9	41
349928	1	313	1.2	29
350057	8	1798	1.5	20
350377	2	1100	1	24
350539	1	10	3.1	56
351247	25	2449	2.2	45
351495	2	1056	4.6	21
351583	1	266	4.1	26
351592	19	10569	3.7	45
351605	8	2402	1.5	45
351640	1	48	1.3	57
351790	1	399	3.4	18
351874	8	6138	2.9	19
352169	1	823	3.7	61
352379	1	65	2.5	38
352407	1	672	3.5	39
352424	1	504	0.5	26
352542	2	1096	1.5	42
352719	2	646	4.2	39
352728	2	1346	3.3	39
353037	3	490	4	48
353058	1	40	3.1	52
353298	3	1112	3.9	51
353378	1	171	1.8	64
353390	34	9551	2.1	39
353530	7	406	2.3	43
353671	3	611	2.7	19
353862	2	775	3.3	20
353881	3	1731	2.2	53
353998	3	1994	1.9	15
354007	1	338	2.5	52
354044	28	23147	2.9	33
354078	7	2769	1.7	53
354084	1	83	3.6	58
354113	10	3383	2.8	48
354142	8	811	3.8	18
354251	2	1181	4	29
354284	1	531	2.5	48
354419	14	4279	1.9	40
354623	2	379	1.3	32
354743	25	14586	1.3	52
354748	2	1721	2.1	56
355008	1	484	3.5	42
355050	14	2205	2.8	21
355198	1	679	3.7	49
355283	3	259	1.9	31
355288	3	1151	3.2	25
355464	2	642	1.4	47
355714	18	6706	2	57
355777	14	5379	1.5	46
355985	1	170	3.1	31
356222	5	193	1.9	34
356238	24	1611	2.5	24
356364	1	10	0.7	61
356394	1	353	4.6	25
356462	1	330	1.7	41
356516	1	137	1.9	35
356555	1	178	1.9	47
357161	182	70000	2.4	36
357171	2	584	1.6	28
357172	7	2330	3.8	30
357192	8	5102	1.7	62
357224	8	3910	2.9	30
357378	3	3000	2.7	49
357459	15	6738	1.6	17
357534	10	5942	2.9	23
357629	1	467	3	42
357875	1	236	3.2	56
357973	8	2478	0.3	40
358073	4	2090	2.7	29
358367	1	425	3.2	42
358563	1	487	3.9	22
358582	2	70	3.9	58
358717	1	560	3.3	33
359014	34	3796	2.6	39
359074	1	437	3.9	38
359075	13	1134	0	31
359301	3	1616	3.4	29
359371	1	47	5.2	59
359408	4	2656	2.6	45
359419	9	5939	2.3	35
359450	1	541	0.1	31
359686	1	480	2.1	36
359694	6	1153	2.3	34
359870	1	39	1.4	45
359978	1	188	3.3	55
360034	4	183	2.1	41
360262	9	1948	2.8	20
360370	1	44	4.2	65
360373	15	6642	2.7	43
360411	3	126	3.8	54
360502	9	2992	1.8	29
360559	1	1451	2.9	53
360751	5	2676	4	18
360784	16	13235	3	33
360789	1	148	3.4	21
360990	5	125	3.3	46
361017	5	2689	2.8	27
361052	1	1549	3.5	59
361658	10	868	1.4	26
361705	41	13775	2.6	22
362278	4	4888	1.6	40
362530	1	322	3.7	46
362532	1	857	2.6	24
363025	13	2297	1	31
363045	1	1011	3.5	29
363148	3	74	2.3	19
363190	1	102	2.6	25
363267	1	66	2.3	39
363513	12	659	3.1	15
363528	1	939	1.7	74
363557	1	345	2.5	26
363591	1	459	3.5	32
363712	13	2099	3.5	50
363903	2	2011	1.3	43
363905	49	17705	2.5	46
363914	5	2062	2.4	36
364299	3	818	1.9	33
364319	13	7240	2.4	46
364432	9	823	2.7	22
364488	1	2067	0.6	36
364497	2	434	0.6	59
364557	3	910	3.9	20
364605	5	401	1.3	56
364620	8	1027	2.4	40
364647	19	1544	2	39
364832	3	1508	1.8	31
364923	2	769	3	21
365016	1	247	3.6	45
365139	4	4484	4	58
365279	9	1557	3.5	53
365356	1	343	1.7	32
365525	14	11379	2.1	32
365539	1	2699	5.6	42
365690	1	529	2.4	16
365739	1	794	2.5	17
365758	3	250	1.9	48
365775	12	2645	2.7	17
365791	6	1444	2.6	31
365844	1	427	2.7	37
366044	33	14938	3.5	48
366535	3	1251	2	46
366667	2	2132	3	59
366864	6	3287	1.3	36
366900	1	964	3.7	35
366937	25	9918	1.4	58
366985	18	5295	1.9	53
366999	8	1572	1	47
367161	1	666	2.4	36
367233	1	10	1.2	33
367278	2	294	2.6	30
367407	2	32	3.7	46
367473	1	168	2.5	28
367536	5	2270	2.7	37
368136	2	15	3.1	59
368206	3	643	2.8	25
368321	4	267	2.2	30
368434	2	849	1.9	57
368446	12	6264	2.5	20
368761	1	275	3.4	48
369076	4	1060	2.2	33
369184	3	2298	2.1	17
369281	2	1154	4.7	34
369286	4	849	1.9	35
369291	2	784	3.5	57
369311	2	10	1.1	56
369382	1	1130	0.9	30
369468	8	739	3	19
369502	1	432	2.8	52
369560	1	102	1.8	41
369598	1	33	1.1	31
369734	6	470	2.7	29
370340	9	8005	2.4	26
370467	10	1756	1.2	34
370666	10	2191	3.3	25
370768	1	92	0.9	40
370803	5	2314	2.4	18
370811	4	2815	0.5	53
371124	27	3997	1.8	42
371773	6	5203	3.9	36
372010	1	844	1.6	43
372129	17	8035	1.7	25
372258	2	397	2.5	28
372267	4	358	3.5	54
372520	1	15	2.2	44
372573	3	1224	3.4	41
372606	1	746	3.7	39
372643	1	215	1.2	59
372791	1	33	3.4	50
373032	3	1184	3.4	33
373138	1	836	4.2	55
373141	3	910	1.6	16
373157	1	236	1.1	50
373270	1	283	3.5	54
373275	5	28	1.6	52
373385	1	966	4.1	60
373652	25	6931	3.4	34
373721	3	1950	2.2	27
373970	21	6535	2.4	45
373978	1	71	4.1	23
374195	5	2891	3	39
374208	2	571	1.2	32
374730	3	54	3.2	58
375028	6	3264	1.3	29
375122	20	5734	2.9	34
375318	2	1638	2.6	26
375330	2	142	1.7	37
375407	2	42	1.9	46
375445	10	5153	0.8	30
375565	1	101	2.8	55
375582	1	394	3.6	34
375698	1	10	3.2	40
375711	1	545	2.4	57
375727	1	372	1.8	17
375757	1	10	2.6	35
375953	18	14454	2.2	26
376152	1	54	1.1	28
376535	1	621	3.5	25
376589	1	372	2.1	58
376969	5	1327	2.1	36
377097	1	869	2.7	47
377259	2	694	2	47
377654	1	564	2.6	63
377667	9	3569	3.2	58
377753	12	3851	1.8	50
378001	1	88	0.5	59
378526	21	1811	1.8	42
378623	7	18	3	31
378872	1	126	2.9	28
379044	1	80	1.4	33
379344	1	81	1.9	35
379453	1	27	0.6	33
379576	21	464	2.1	15
379598	3	512	2.8	51
379605	5	476	1.9	42
379621	1	11	4.1	28
379771	2	468	1.3	28
379867	13	2938	3.9	39
380046	2	453	3.1	17
380499	1	78	1.5	37
380648	1	783	2.3	38
380832	1	18	4.6	25
380838	1	400	2.3	39
380867	2	728	0.9	36
380910	11	2297	2.8	21
381026	9	3625	2.7	38
381158	18	3134	2.5	58
381212	6	150	1.6	32
381401	1	147	1.7	42
381443	7	1039	3.1	41
381525	6	2348	2.7	23
381584	1	213	3.8	48
381655	8	2269	3.1	15
381695	1	360	1.8	18
381899	34	7540	3.2	39
381911	4	443	2.5	34
382151	1	412	1.3	56
382318	1	353	2.2	41
382330	6	2192	2.1	46
382332	1	577	2.4	42
382449	3	158	3.1	34
382719	14	3068	2.6	48
382875	1	127	1.8	47
382972	4	2235	1.4	27
383025	19	8301	1.5	41
383304	2	919	3.5	32
383409	1	647	3.6	57
383480	5	931	2.6	16
383581	32	250	2.9	44
383600	16	4645	2.7	50
383714	4	74	2	32
383987	2	559	0.8	27
384334	10	3575	2.4	41
384376	54	17090	1.7	52
384436	6	1557	3.1	23
384496	1	422	3.2	47
384789	1	309	3.9	17
384898	24	20230	2.1	55
385041	1	357	1.3	53
385092	16	2200	2.1	46
385152	7	4287	2.3	31
385222	21	1568	2.8	16
385299	1	1366	3.7	42
385471	3	341	1.8	32
385747	1	28	2.5	18
385831	3	2189	1.8	18
385898	12	1967	3.8	22
385909	2	1687	3.3	42
385952	1	314	3.9	50
386023	1	3708	4.1	34
386311	17	702	0.8	52
386312	1	282	2	56
386449	17	1590	3.5	51
386458	2	507	1.8	23
386702	16	1289	2.1	29
387095	168	19055	2.1	48
387370	18	11327	2.5	18
387385	2	2161	3.7	29
387446	1	648	1.1	20
387599	2	380	3.9	31
387607	1	52	3.7	23
387868	14	4680	1.8	42
388009	1	354	3	29
388050	16	2131	3.1	26
388373	6	1342	1.5	36
388851	1	211	0.5	51
389000	2	250	2.7	34
389133	26	18737	2.2	20
389185	2	285	4.3	18
389439	2	209	1.7	46
389464	3	417	2.4	26
389697	1	443	1.8	67
389962	36	26906	2.4	27
390229	1	185	2.2	34
390248	1	92	3	50
390320	1	332	3.2	42
390360	3	1601	2.7	27
390686	30	3672	1.8	48
391062	59	6403	3.3	48
391091	1	28	2.5	32
391132	7	3869	1.3	30
391188	2	614	2.5	31
391245	3	31	2.4	35
391380	4	94	2.7	26
391395	1	749	1.3	26
391870	1	497	1.4	48
392143	17	3305	2.8	52
392293	3	662	3.9	52
392388	16	7519	2.1	26
392706	1	315	2.6	45
393058	2	429	4.7	58
393071	3	459	3.2	47
393204	3	663	2	16
393325	8	6948	1.7	16
393529	1	600	1.2	19
393812	22	28	2	54
393932	3	2457	3.5	43
393983	1	223	1.8	50
394108	1	95	1.6	32
394128	1	223	2.5	31
394137	13	2626	2.8	53
394148	3	572	1.6	48
394384	2	860	3.9	26
394629	2	1745	2.3	34
394742	1	117	2.3	28
394976	4	2243	2.4	17
394987	56	1206	4.1	60
395178	1	327	3.1	32
395356	2	1526	1.7	43
395690	4	1439	2.4	43
395867	3	251	2.3	41
396003	1	136	4.2	24
396303	38	2207	2.4	31
396363	1	277	3	55
396372	19	9467	3.4	20
396414	1	687	1.5	37
396814	3	889	2.1	30
397008	28	3791	2.5	43
397196	2	656	1.9	30
397236	1	233	3.9	39
397694	8	9251	2.5	17
397895	1	1369	2.9	21
398035	1	929	3.8	33
398249	12	1987	3.2	24
398298	12	14348	2	51
398574	1	217	2.3	22
398583	1	630	0	20
398815	1	251	1.6	20
399030	3	888	2.2	31
399075	1	39	4	39
399302	2	765	4	54
399531	3	3008	0.2	39
400103	30	2079	3.3	29
400227	17	528	1.3	23
400416	1	1497	4.8	22
400449	1	389	1.3	25
400613	3	245	3.2	39
400617	5	1170	3.5	20
400936	11	3599	1.3	43
400946	10	768	1.9	28
401058	2	1859	2.9	25
401275	1	413	2.4	15
401320	8	7295	2.1	44
401321	2	939	0.6	30
401354	1	570	3.1	57
401734	1	446	3.3	46
401739	6	72	1.7	45
401929	4	2320	4.1	16
401935	3	976	3.4	50
401987	3	1505	3.1	15
402026	2	105	1	17
402188	19	3574	2	25
402253	98	18226	1.1	47
402256	2	884	4	51
402266	2	1088	1.9	19
402310	2	1246	3.5	26
402340	1	135	1.7	15
402570	1	354	2.8	35
402977	7	1726	1.6	24
403501	2	154	3.2	27
403593	3	1168	2.9	60
403762	2	2151	1.6	44
403954	4	1858	1.6	37
403955	8	8104	3.7	39
404102	2	230	2	46
404227	3	211	3.6	38
404434	1	608	3.7	37
404566	3	522	2.8	52
404794	1	352	3.8	27
404938	4	845	1.2	19
405154	1	118	4.3	43
405164	1	735	4.7	42
405439	5	1051	3.2	53
405500	1	336	2.1	15
405531	21	14831	2.1	48
405553	1	309	0.5	44
405620	2	93	0.9	42
405863	3	10	2.3	25
405885	1	507	5.4	65
405974	3	800	4.1	39
406186	1	632	4.1	24
406259	17	5625	2.2	40
406330	1	90	2.1	21
406507	1	142	3.1	42
406541	12	2385	2.6	49
406577	1	10	3.4	49
406698	1	10	1.4	22
406718	4	175	0.9	21
406741	3	418	3.6	28
407461	3	410	2.8	41
407675	13	7914	2	41
407726	5	276	3.3	32
407916	1	412	4.1	46
408045	1	97	2.2	59
408157	1	524	3.1	44
408185	1	251	3.6	52
408318	2	124	3.1	23
408372	1	421	4.1	19
408429	11	11537	3.6	42
408465	35	5569	1.7	50
408705	21	5200	2	46
408847	11	319	3.2	31
408863	1	320	2.3	61
408891	6	1511	1.2	51
409238	2	950	3.1	32
409371	2	770	1.9	50
409405	2	508	3.5	21
409663	3	1819	3.3	24
409669	1	521	2.7	56
409749	7	3231	2.6	30
409761	1	243	2.3	47
409788	1	122	3.6	37
409827	1	448	4	26
409945	1	365	3.3	29
410095	10	2447	3.8	51
410137	49	12164	2.2	57
410262	2	1095	4.4	18
410340	4	615	2.8	47
410378	1	237	4.4	52
410481	2	630	0.9	53
410658	13	3830	1.9	45
410843	7	586	2.4	37
411278	5	856	2.4	58
411338	1	206	3	59
411384	1	435	1	52
411431	1	687	4.7	57
411477	9	3474	1.9	54
412010	1	298	3.3	37
412076	2	1005	1.5	22
412139	4	910	3.2	64
412180	2	888	1.1	52
412338	1	1074	3.4	27
412574	5	1551	2.4	33
412686	1	341	0	24
412932	1	344	1.9	25
412948	1	472	3.2	24
412987	1	315	2.2	16
413088	3	366	2.9	42
413207	30	1742	4.5	56
413280	39	15386	2.7	45
413359	32	9476	1.5	47
413378	8	238	2.4	41
413573	6	624	3	32
413658	4	2967	1.6	50
413770	2	967	1.8	19
413806	3	373	0	30
413885	5	1516	3.1	33
413907	1	510	0.8	50
413938	16	710	2	24
414270	3	1466	2.3	60
414293	1	373	0.1	42
414626	2	658	1.1	27
414672	10	2972	2.6	22
414692	57	3141	2.3	25
414832	1	245	2.1	61
415003	1	129	0.9	29
415453	8	1041	3.4	23
415498	1	33	2.1	49
415904	5	842	3.3	41
416031	1	262	3	56
416297	8	2317	2.1	47
416468	1	63	2.2	25
416591	3	2928	3	40
416975	1	163	0.5	21
417328	1	113	2.5	47
417639	3	2159	0.6	37
417703	1	182	2.8	29
418165	2	478	4	19
418283	1	514	1.8	36
418352	1	194	0.9	50
418492	10	5581	1.9	53
418598	1	289	3.4	51
418660	2	18	4.4	24
418752	1	96	1.6	38
418755	53	13458	2.5	19
419074	5	43	2.4	30
419403	3	791	1.5	27
419416	1	142	3.2	30
419473	2	122	4.1	25
419480	1	119	2.3	19
419792	1	181	2.6	28
419923	3	293	1.5	17
420095	1	309	4.1	55
420233	6	1072	2.4	28
420265	1	165	4.1	22
420313	1	486	2.3	28
420334	1	570	3	36
420352	1	503	1.6	19
420425	1	244	1.1	38
420633	2	578	1.5	56
420642	15	6915	2.8	30
420666	5	1623	3.8	49
420679	3	1195	2.8	34
420785	8	1428	2	56
420847	9	4356	3	35
421102	7	2690	2.1	30
421127	1	148	3.1	40
421462	30	8979	2.2	42
421521	2	153	3.3	59
421591	7	1752	2.7	19
421669	8	4373	1.6	47
421779	3	718	2.2	21
421969	4	1310	4.3	39
421997	2	65	2.5	31
422160	4	1408	2.6	37
422228	10	10428	3.2	37
422398	2	1731	1.9	64
422539	14	687	0.9	40
422613	3	122	1.1	19
422645	11	2783	3.5	46
422710	3	542	0.9	17
422923	6	634	3.2	27
423026	1	437	2.9	36
423091	1	79	3	18
423729	4	1240	2	39
423748	1	485	1	58
424040	1	92	1.2	53
424122	1	407	4.3	42
424148	2	1036	3.6	54
424326	9	4029	3.6	34
424367	2	315	3.5	42
424373	17	2779	2	45
424492	3	829	1.5	38
424505	6	718	1.9	35
425045	1	540	1.1	55
425237	4	10	2.7	28
425250	4	704	2.4	39
425404	17	6302	2.2	40
425618	7	2866	2	41
425919	1	304	3.3	39
425986	9	1957	2.3	50
426171	1	534	2.7	22
426202	1	216	3.3	36
426216	3	1563	1.6	40
426329	1	640	2.7	34
426903	1	129	2	32
