ID_Cliente	N_pedidos	Valor	Dist_m_restaurante	Tempo_m_entrega
646459	1	40	2.2	27
646543	1	128	3.9	26
646589	1	665	0.1	44
646619	1	11	1.9	16
646643	2	774	2	47
646726	2	1188	1.7	61
646809	3	43	2	46
646866	1	189	0.9	20
646985	2	2424	2.8	22
647179	8	392	2.6	23
647189	6	11	3.4	19
647200	1	145	3.2	43
647637	6	2078	2.9	44
647711	2	454	1.3	17
647824	1	200	0.1	41
647900	1	590	2.4	52
648082	3	2729	2.5	26
648133	1	781	3.7	40
648135	3	4075	0.2	51
648336	1	745	3	25
648391	1	499	3.7	56
648435	3	857	2.7	28
648672	17	3456	1.1	52
648790	12	2677	4.4	20
648808	7	53	3.4	47
649400	10	3937	3.1	35
649506	6	1257	3.5	61
649916	2	136	1.6	19
649969	30	175	3.1	19
650194	1	51	4	50
650422	1	337	3.5	26
650681	8	3107	2	34
650795	1	590	3.7	57
650886	6	857	3.2	35
650900	4	2053	2.7	20
650964	1	334	2.8	20
651028	1	395	3.6	61
651215	1	332	1.8	42
651244	1	659	1.6	20
651767	1	27	1.4	28
651849	1	151	1.6	27
651958	2	385	2.2	35
652077	1	412	2.6	43
652359	3	82	2.1	16
652361	2	760	4.1	57
652578	1	1081	1.6	39
652748	1	524	1.3	25
652879	24	5562	2.4	60
653118	6	8514	1.4	66
653268	1	558	2.6	45
653621	9	3747	3.8	22
653859	3	778	2	47
653894	3	569	0.4	17
654007	2	447	2.7	48
654166	4	441	1.8	21
654313	1	325	1.6	30
654517	1	149	3.8	36
654655	5	382	2.5	23
655127	3	320	1.5	20
655128	6	833	3.8	15
655230	15	20974	2.4	37
655281	1	144	1.5	27
655305	1	273	0.7	28
655595	7	4166	1.4	48
655764	1	548	1.7	26
655891	1	378	1.6	36
656044	2	621	2.1	45
656161	2	69	4.2	38
656163	4	1537	3	28
656181	1	1010	1.1	25
656256	19	7340	3.6	31
656257	1	140	3.3	67
656341	1	267	1.4	35
656403	4	490	2.7	52
656555	7	1687	1.1	25
656594	5	1251	2	38
656812	9	3869	3	59
656839	7	6190	2.1	32
656889	4	745	2.2	16
657002	1	188	3.9	33
657235	15	8440	0.6	16
657348	9	1564	2.3	16
657383	3	102	1.3	35
657524	5	1137	2.7	28
657864	1	36	2.5	41
658085	1	763	3.9	24
658162	2	655	1.4	28
658307	2	560	1.2	18
658756	1	255	3.7	30
658808	1	504	3.4	58
659090	11	2441	1.8	31
659110	1	35	3	34
659116	6	1164	3.8	33
659130	1	26	2.4	56
659143	1	162	2.5	54
659172	1	252	0.9	28
659279	2	697	3.4	52
659818	2	514	3.4	24
659831	3	636	1.8	49
660175	1	221	1.8	47
661004	1	183	2.3	53
661296	17	8224	2.7	47
661420	4	3726	2.8	47
661468	7	1242	2	16
661483	27	5528	3	53
662007	6	808	2.6	30
662063	1	641	3.2	53
662088	1	104	3.3	42
662190	5	3896	2.9	66
662481	1	249	1.4	50
662534	5	2608	3.8	54
662761	4	2241	2.7	48
662855	1	369	2.1	16
663032	1	284	2.9	39
663062	3	1146	0.9	28
663102	3	849	1.5	35
663159	1	438	3.7	56
663627	1	703	3.4	35
664023	2	454	2.7	37
664030	3	1367	2.7	23
664378	1	380	2.4	52
664388	2	902	1.4	42
664566	1	139	3.2	57
664595	1	236	1.3	24
664776	1	125	3.3	24
664823	1	113	2	41
665178	2	969	2.6	61
665285	1	399	1.8	36
665406	42	10260	2.3	46
665707	3	1061	2.9	49
665766	1	264	1.3	50
665795	3	1697	2.5	19
665833	3	988	1.5	34
665998	1	124	1.5	16
666019	1	291	1.2	17
666072	1	411	1.3	24
666108	1	263	3.1	18
666469	4	67	3.3	28
666500	4	604	1.9	38
666515	10	3791	2.6	43
666655	1	770	3.5	46
666849	3	1068	2.9	27
666906	13	2955	2.9	43
667011	2	1110	2.8	50
667745	1	579	4.1	42
667747	2	118	1.1	38
667932	8	3175	1.8	43
668059	27	2267	2.7	32
668620	1	431	3.2	43
668732	5	5645	2.3	37
668762	5	1771	2.5	27
668823	1	108	2.1	54
668859	1	465	0	41
668884	1	556	2.1	34
668926	2	702	2.3	34
669004	3	299	2.4	47
669031	1	29	2.2	46
669097	1	263	2.3	15
669125	1	342	1.5	44
669359	1	610	1.9	42
669435	18	5305	1.6	38
670065	1	463	0.9	55
670066	1	156	3.9	60
670259	1	29	2	16
670376	2	12	3.9	34
670552	6	2559	3.1	16
670625	6	2125	2.8	24
670628	1	602	2.6	33
670755	1	127	1.9	65
670895	1	194	1.4	47
670935	20	4035	2.7	32
671006	2	299	2.5	27
671110	1	103	2.9	31
671384	1	2063	2.2	30
671504	1	10	2.5	29
672132	1	801	3.8	63
672220	2	1103	3.4	35
672346	1	327	1.7	29
672518	1	155	1.2	37
673044	2	312	1.7	41
673295	2	3144	2.9	29
673476	3	640	3.4	48
673601	3	335	4.5	25
673765	3	200	0	41
673894	1	176	3.1	34
674446	2	983	0.8	42
674686	1	1415	1.6	26
674884	1	296	2.9	49
674977	1	143	1.1	30
675035	1	214	1.8	26
675187	1	39	2.3	59
675199	2	235	1.2	55
675269	1	587	0.9	30
675383	1	138	2.5	33
675384	2	220	1.3	35
675543	21	6209	2.8	59
675754	1	788	3.2	28
675845	1	21	3	15
675964	34	2110	3.1	35
676014	22	8331	1.6	20
676035	3	1174	1.6	30
676067	1	309	2	45
676156	3	323	2.5	48
676208	3	802	2.5	49
676212	2	283	2.4	30
676702	4	1997	2	19
677370	1	10	1.4	24
677428	1	189	1.6	20
677429	1	634	0.2	57
677516	5	9723	2.6	23
677601	13	2447	1.3	23
678046	10	386	2	33
678081	1	528	3.4	56
678083	11	6042	2.4	34
678231	1	255	1.3	22
678239	1	448	3.6	21
678453	1	297	3.2	49
678566	12	4278	1.7	44
678622	1	165	0.9	39
678639	1	21	4.2	36
678655	4	771	1.3	37
678765	2	454	2.6	19
678855	3	1665	2.6	41
678945	5	77	1.2	44
679326	1	141	0.8	29
679331	1	86	3.7	44
679375	1	89	3.7	25
679426	2	104	2.5	48
679448	1	900	1.3	49
679697	1	471	1.7	26
680033	1	543	3.9	47
680192	12	3861	3.4	24
680210	1	385	3.1	23
680226	1	158	2.4	35
680252	1	687	3.7	66
680309	4	2578	1.5	26
680823	5	3330	2.3	20
681028	2	138	3	51
681070	1	78	1.7	45
681186	1	246	4	53
681365	2	647	2.5	53
681572	17	1645	1.8	21
681598	6	403	1	17
681793	1	477	4.2	46
681998	1	57	2.6	39
682554	1	657	0.5	15
682655	1	225	0.7	39
682719	1	238	1.8	46
682959	9	2028	1.5	21
683021	1	171	0.8	44
683175	4	503	2.4	33
683250	1	1108	3.9	26
683270	16	4617	2	16
683298	1	338	2.3	45
683335	4	216	2.7	39
683393	1	602	3.4	65
683709	1	244	2.8	56
683752	4	1321	4.2	43
683835	22	13411	3.4	46
684055	3	691	4	31
684084	1	435	0.7	21
684288	8	2504	1.7	53
684469	9	461	3.3	50
684576	1	489	1.6	24
684606	3	2428	3.3	19
684870	2	45	3	25
685481	3	108	2.7	19
685488	3	247	3.3	32
685751	2	176	1.4	55
685836	1	56	2.1	49
685903	1	629	2.2	52
685988	2	1354	4	40
686102	3	2464	2.3	56
686125	3	802	3.4	40
686131	2	1134	2.8	42
686394	2	324	2.2	37
686430	6	3723	2.5	57
686452	1	10	4.6	68
686456	1	280	3.4	51
686714	1	114	1.9	18
686728	2	173	1.2	20
686755	1	253	4.2	40
687036	1	464	3.2	28
687141	4	15	1.5	41
687230	3	657	2.4	34
687249	1	95	2.7	66
687284	1	894	2.3	35
687361	2	489	0.3	18
687459	12	4230	2.3	37
688013	1	91	3.1	52
688050	8	1551	3.1	27
688351	1	69	0.7	37
688665	2	213	2.3	30
688674	5	513	0.9	44
688689	13	2577	1.3	33
688870	1	981	4	47
689087	1	529	1.2	16
689195	1	57	2.7	52
689208	2	38	2.4	15
689243	2	825	4.4	28
689349	3	965	2.3	30
689715	3	1371	2.3	22
690049	1	1875	2.4	37
690055	2	1191	2.8	50
690074	2	374	0.2	44
690133	1	274	1.7	47
690189	3	37	1.9	27
690259	2	44	1.2	16
690260	7	213	2.1	41
690326	14	8396	2.1	40
690336	1	252	4.4	50
690357	2	952	1.2	44
690455	7	3939	3.4	18
690780	2	1216	4.6	64
690998	2	837	3.6	54
691215	1	733	3.6	75
691394	28	4418	2.9	39
691622	1	405	3.4	22
691701	4	28	1.9	29
691860	2	813	2	23
692146	1	484	2.6	57
692183	2	629	3.7	15
692363	1	556	1.5	41
692380	6	1212	0.3	26
692391	1	536	2.6	41
692469	1	463	1.6	40
692705	3	667	3.2	26
692789	3	2133	2.5	18
693024	20	8412	2.4	54
693030	1	249	2.9	39
693228	2	120	1.6	38
693485	1	467	2	24
693562	2	396	1.5	34
693646	1	280	2.2	32
693681	2	702	2.4	31
693696	1	332	3.2	51
694234	2	1325	2	52
694414	1	241	3	45
694542	1	209	0.5	34
694628	5	1267	2.2	54
694779	1	106	3.9	16
695008	1	434	2.1	29
695314	4	411	1.3	24
695642	1	288	1.4	51
695979	5	254	3.6	47
696051	1	110	0.7	17
696173	2	228	3.2	32
696250	8	3830	3.8	60
696291	2	752	2	26
696440	2	295	2.9	18
696603	1	347	1	73
696700	1	506	3.8	21
696838	1	167	0.4	44
696975	1	1968	2.5	45
696986	6	1319	1.1	27
697049	3	979	2.1	56
697089	1	200	1.3	22
697104	1	257	1.8	40
697177	1	201	1.9	40
697217	1	82	0.4	16
697254	1	537	0.6	43
697304	1	80	2.3	18
697318	3	236	1.8	32
697348	1	785	3.3	57
697436	1	458	2	46
697496	1	723	3.3	39
697686	2	301	3.1	28
697710	4	1145	1.5	53
697726	2	2208	3.8	38
698073	1	320	3.2	45
698126	3	1076	1.2	23
698162	2	1177	0.9	54
698433	2	1107	1.7	18
698446	10	5539	4.2	57
698574	6	929	2.6	32
698639	1	423	1.8	30
698670	4	5043	1.8	26
698897	1	616	2	17
699060	1	148	2.4	20
699149	1	522	2.3	72
699156	3	1028	2.5	21
699264	3	1448	2.1	19
699438	1	484	3.1	46
699565	1	359	2.8	52
699858	1	686	1.5	62
700293	1	26	2.3	45
700341	3	691	1.7	50
700545	8	1668	2.8	27
701151	4	1133	2	37
701182	1	864	3.1	33
701188	1	64	2.2	25
701528	1	690	2.5	18
701714	4	215	1.6	30
702225	1	320	0	30
702301	2	162	3.8	53
702322	1	434	2.6	18
702377	4	1711	3.8	42
702384	1	10	0.3	29
702881	1	60	3.9	17
702886	1	220	2.1	30
702944	5	856	2.8	34
703006	2	2291	1.4	18
703017	3	1426	2.9	16
703819	2	741	3.6	31
703894	1	512	2	53
703926	2	10	1.3	27
704023	8	2211	2.1	39
704090	1	381	0.6	58
704095	2	505	3.2	54
704106	6	582	1.5	34
704124	1	652	1	24
704208	1	379	1.8	18
704238	1	756	2.7	17
704284	1	285	2.6	55
704393	1	1053	2.9	37
704465	2	1661	2.5	37
704684	1	776	3.8	42
704753	1	51	0.7	36
704788	2	604	1.6	32
704905	1	196	3.5	24
705068	2	1220	1.3	39
705131	5	1126	1.5	22
705665	5	100	2.3	39
705943	1	582	1.5	17
706167	5	876	1.8	34
706290	3	553	3.3	39
706299	1	304	3.9	23
706343	1	90	2	41
707022	1	487	1.8	40
707058	1	25	3.3	48
707098	1	17	3.2	57
707111	2	204	2.4	28
707348	1	727	1	29
707381	1	417	1.4	36
707460	3	446	3.1	28
707493	1	375	2.3	50
707675	1	575	3.4	35
707825	3	958	1.7	26
707907	2	563	1.9	40
707942	1	624	1.4	16
708152	1	10	0.1	42
708548	6	1699	1.6	17
708593	1	490	0.7	51
708712	1	136	0	45
708739	1	62	3.6	50
708760	2	214	3.4	41
708829	5	1539	2.3	60
709471	1	210	4	52
709538	10	1309	2.5	34
709956	1	53	2.2	50
709958	14	1186	1.8	16
710025	2	607	3.4	30
710075	1	237	3.2	57
710122	2	1185	0.8	41
710492	1	1116	1.4	55
710578	2	1191	2.9	34
710583	1	108	3.9	30
710593	2	40	2.8	34
710931	7	4126	2.5	29
711062	1	1536	1.9	44
711166	5	620	2.6	18
711235	2	118	0.6	53
711449	12	3266	1.8	58
711612	1	445	1.8	37
711618	1	230	2.3	23
711749	6	1514	2.4	47
711820	3	54	2.9	54
711842	2	407	2.7	30
711846	15	3291	3.6	46
712217	1	433	2	26
712309	5	1841	2.9	20
712357	1	212	2.9	61
712413	4	107	3.5	35
712555	1	82	0.6	21
712577	7	2079	1.2	38
712584	1	10	2.3	48
712600	4	1760	2.9	51
712623	2	1118	0.9	38
712813	18	1450	2.7	47
712880	4	659	3.3	32
712932	1	702	2.9	60
713125	63	32854	2	38
713188	2	573	2.3	19
713248	1	72	3.3	55
713369	5	386	2	25
713479	2	1603	2.4	20
713571	1	76	1.6	48
713778	6	884	2.3	35
713790	1	562	3.4	33
713906	2	1236	0.1	31
714150	1	503	1.8	51
714428	1	944	3.4	74
715327	2	1192	1.7	37
715331	2	1281	2.1	18
715347	1	1154	2.1	53
715455	3	177	1.9	18
715791	18	1452	2.9	42
715842	1	1018	2.6	51
715844	1	484	0	39
716097	1	367	2.3	45
716183	15	6635	1.3	51
716375	6	2258	1.3	43
716427	2	102	2.7	56
716556	1	184	1.3	30
716703	1	44	4	16
716740	2	555	2.1	24
716935	6	541	1	51
716972	1	333	3.6	54
717173	1	54	0.9	42
717317	2	1830	2.1	32
717345	1	120	2.7	39
717452	1	592	3.8	25
717563	2	1211	1.8	43
717790	6	94	3.6	15
717907	1	112	3.8	37
718001	1	548	1.9	15
718017	1	201	2.6	17
718139	4	1800	2.9	46
718286	5	1118	1.6	23
718349	1	397	2.1	28
718422	1	427	4.1	45
718510	1	70	1.9	32
718740	1	40	0.5	28
718836	2	610	3.5	53
719031	26	8067	2.3	29
719135	1	44	3.5	51
719174	5	760	3.4	50
719430	1	283	3.2	54
719457	1	443	2.2	40
719483	1	261	3.9	16
719535	3	732	1.9	60
719758	1	617	2.6	32
719879	8	30	2	44
719937	1	455	4.1	58
719955	5	57	1.8	25
720013	2	428	2	36
720191	1	149	1	33
720420	25	16637	2.8	36
720677	1	13	2.9	49
720885	7	761	2.7	30
721128	9	1155	2.9	42
721313	2	276	3.1	58
721386	2	134	1.9	25
721445	5	347	3.3	21
721604	10	10036	3.2	31
721647	1	130	1.4	45
721941	1	71	1	60
722169	3	863	1.4	46
722409	6	3542	2.5	24
722871	1	295	3.7	41
722906	1	583	3.5	15
723235	22	5582	2.3	18
723564	20	6145	1.8	33
723700	1	531	1.9	38
723742	19	3962	2	25
723836	1	35	2	15
723906	1	147	3.7	20
724134	14	1311	2.6	21
724139	3	1216	3.7	34
724370	1	188	2.2	49
724403	1	191	0.8	27
724430	4	1938	3.3	56
724522	1	276	3.1	71
724592	1	42	3.2	58
724646	1	1621	3.1	27
725462	2	951	1.7	33
725838	4	780	2.5	50
725853	5	1870	2.3	23
726201	1	113	1.6	55
726272	1	539	3.3	43
726677	1	910	3.3	66
726717	1	33	2.8	19
726748	1	694	3.6	49
726828	1	729	2.9	27
727365	2	139	3.3	22
727398	1	384	1.6	42
727502	1	107	1.4	46
727797	1	296	1.3	46
727989	1	76	3.2	22
728098	2	58	3.1	26
728347	5	2127	1.1	38
728373	3	61	2.6	30
728512	1	119	1.4	52
728793	2	1215	3.2	38
728891	1	219	3.3	27
729076	1	139	1	35
729227	1	252	2.7	28
729233	1	548	1.2	32
729410	1	360	4.2	35
729581	1	823	3.4	17
729928	1	318	1.8	40
730397	11	8628	2.2	15
730617	1	25	1.3	32
731174	3	535	2.1	21
731234	1	222	3.4	59
731287	1	506	1.2	37
731545	1	621	0.6	56
731751	1	763	2.5	47
731799	3	4141	2.9	38
731826	3	555	2.4	27
731907	1	566	1.9	30
731940	1	287	1.9	34
731950	1	81	1.8	53
732033	3	5271	1.5	33
732190	2	911	0.2	52
732289	1	183	0	28
732370	1	185	2.1	33
732975	4	542	4.1	17
732992	1	2000	3.7	83
732998	1	154	1.4	42
733105	1	149	1.2	36
733117	1	186	2.8	61
733158	1	202	1.6	54
733307	1	204	3.5	31
733412	1	739	2.4	59
733504	1	163	1.6	47
733599	1	100	3.9	61
733648	1	433	1.1	18
733652	4	1125	2.4	46
734015	1	349	3.6	25
734021	1	249	1.4	22
734054	3	1288	1.9	18
734095	2	132	1.4	23
734169	13	707	1.7	34
734348	2	455	1.3	57
734363	8	797	3.4	41
734377	1	252	2.1	28
734476	7	1589	2.6	31
734916	1	18	1.5	57
735014	3	443	1.1	27
735056	1	454	4.1	36
735156	3	610	3.2	39
735165	3	1128	2.8	40
735168	1	758	3.4	56
735223	2	363	2.3	18
735253	1	347	1.2	19
735504	1	793	2.7	53
735596	7	378	1.4	43
735599	2	1625	3.2	47
735628	2	801	2.1	31
735749	1	155	2.1	31
735853	5	2438	2.8	26
735968	1	210	1.4	21
736031	7	2100	1	38
736191	2	1581	2.2	33
736331	1	100	3.5	37
736452	1	716	1.2	19
736604	2	939	3.2	63
736623	2	1400	2.3	19
737298	2	103	2.1	38
737395	2	526	1.4	29
737510	2	83	0.3	44
737512	1	160	3.9	20
737666	5	300	1.6	44
737803	1	751	1.8	43
737847	13	3849	3.4	40
738215	1	408	3.3	58
738244	4	1769	1.2	55
738270	1	481	2.6	22
738407	5	3130	1.9	38
738411	3	2566	2.9	31
738487	3	2883	2.4	30
738686	1	558	1.9	16
739176	1	119	3.6	21
739188	1	734	1.2	29
739280	1	401	0.6	18
739316	5	2422	2.2	30
739552	1	160	0.1	17
739558	16	7883	2.7	21
739566	2	914	2.4	16
739769	5	3376	1.1	41
739831	2	587	2.9	48
739868	10	2584	2.8	29
740517	4	2243	2.4	18
740975	1	450	2.7	25
740980	3	1236	3	35
740993	15	5857	2.3	21
741075	2	281	3.3	22
741328	1	416	1.9	32
741391	2	896	2.3	18
741498	2	919	3	36
741582	4	2696	2.3	30
741900	1	430	1.7	20
742001	1	27	3.6	20
742010	1	219	3.9	46
742111	2	636	3.7	32
743031	22	18094	2.3	39
743388	1	200	5	33
743425	7	1710	2.1	37
743570	2	716	2.4	17
743576	1	488	3.1	44
743665	1	1822	4	22
743859	1	887	3.4	39
743896	6	2554	1.6	54
744067	2	699	1.6	36
744131	17	7641	1.2	36
744164	2	813	2.1	27
744224	5	2084	1	18
744341	1	257	0.7	21
744494	1	285	2.7	49
744576	3	888	2	47
744690	1	634	2.7	57
744808	1	119	1.8	45
744998	5	1300	2	52
745117	12	3306	3.2	37
745290	10	6025	1.9	55
745421	1	186	0.5	20
745776	1	559	3.4	15
746018	5	790	0.7	27
746473	6	1353	2.1	41
746583	9	3265	2.8	52
746754	1	10	1.9	30
746859	1	10	2	56
747109	1	198	4.9	37
747231	1	169	3.7	33
747259	16	166	2.2	38
747298	2	2470	1.4	36
747625	1	125	1.2	35
747696	1	155	3	42
747797	1	1381	2.8	55
748004	1	602	2.3	23
748012	8	2634	2.1	43
748066	1	96	3.7	41
748117	1	145	2.1	67
748183	37	10799	2.2	49
748351	4	336	1.6	56
748436	5	1860	2.7	46
748443	1	265	2	17
748477	1	448	0.4	43
748682	3	306	1.6	32
748704	1	94	2.5	37
748830	3	1082	2.7	48
748909	2	1067	1	16
748941	1	738	3.3	55
748978	1	147	1.2	20
749135	1	808	1.7	25
749139	2	1238	3.2	16
749504	1	81	1.4	46
749709	2	618	1.1	25
749721	2	302	1.5	53
749811	6	1871	2.5	49
749928	62	10537	2.4	61
749949	1	690	2.9	35
750674	2	1717	3.8	47
750677	1	551	0.2	34
751459	2	914	3.7	38
751967	1	176	4.6	50
752029	1	22	3.8	58
752110	1	108	2.5	28
752335	9	878	2.8	19
752586	18	6142	1.6	27
752850	2	1657	2	46
752916	1	138	4.1	23
752933	5	1508	1.7	48
753142	2	108	2.9	57
753154	1	181	0.5	29
753545	8	3567	1.5	18
753726	24	2236	2.8	41
753997	4	210	3.1	54
754138	1	442	1.7	32
754185	2	451	2.5	43
754211	1	237	3	29
754286	2	193	2.8	29
754441	3	664	1.9	49
754447	1	571	2	37
754673	1	108	0.7	22
754798	1	263	2.1	44
754844	3	1133	2.5	50
754866	2	256	3.4	19
754991	3	1150	2.6	35
755178	20	4804	1.9	18
755188	4	528	1.4	18
755259	1	606	2.3	30
755368	1	191	2.8	24
755611	1	626	2.3	63
755688	3	1848	3.7	20
755998	7	662	2.1	36
756047	1	347	1	36
756066	3	1206	2.4	37
756111	2	204	3.9	24
756280	1	194	2.2	40
756531	2	1203	2.4	60
756538	4	1952	3.2	39
756634	5	2322	1.5	17
756691	1	10	1.9	43
756703	7	709	1.7	53
756859	1	378	0.8	40
756942	5	3673	2.7	33
757188	2	204	1.4	29
757206	1	137	0	21
757258	1	642	1.1	47
757429	1	545	3.4	22
757654	1	27	1.7	39
757758	1	323	1.3	48
757805	1	203	2.4	51
757914	1	162	2.7	27
758074	1	282	3.5	25
758160	1	430	1.6	38
758302	1	165	1.2	36
758309	1	500	3.6	37
758330	2	2373	4	20
758437	1	164	3.7	33
758546	1	247	2.5	61
758680	1	400	1.7	15
758730	1	648	4.2	32
758830	2	236	3.4	57
759016	1	95	3.6	27
759117	2	1604	2.9	37
759607	1	1012	1.6	23
760020	3	58	3.1	48
760270	11	3316	3.5	57
760298	11	6731	0.9	15
760888	2	1642	2.6	55
761023	1	18	4.1	29
761083	2	1026	0.8	34
761159	1	197	3.8	24
761358	1	51	2.5	57
761501	4	2153	2.2	27
761565	6	2893	1.9	55
761654	2	409	3.8	34
762063	2	810	3.5	25
762559	2	1706	3.1	43
762637	11	7052	2	33
762658	1	334	1.6	39
762799	1	538	2	50
762829	1	35	2.4	49
763113	1	380	1.5	41
763185	2	687	2.3	33
763197	3	171	3.2	20
763281	1	232	1.7	61
763657	4	3567	2.7	46
763813	2	866	1.2	48
763964	6	2531	2.5	58
763990	4	1200	1.3	27
764160	1	1373	0.3	22
764269	1	430	1.6	44
764354	7	3549	3	34
764371	1	238	2.5	52
764429	2	754	2.5	16
764442	2	685	4	23
764713	34	12759	3.4	22
764822	2	206	3.5	30
765005	10	7053	2.1	27
765075	1	105	3.7	17
765103	3	530	3	26
765197	1	130	1.6	26
765886	1	200	0	34
765925	1	37	3.4	34
766064	5	3629	1.9	55
766210	12	4181	2.1	36
766219	1	365	3.8	15
766266	1	422	2.1	60
766335	1	169	0.5	35
766502	7	2512	1.7	37
766698	1	307	3.7	28
766749	11	5866	2.3	58
766862	2	285	1.1	36
767061	1	559	2.9	30
767066	3	496	1.9	48
767068	2	2732	1.3	26
767092	3	458	1	45
767214	1	911	4.5	34
767241	14	3441	3.5	30
767434	1	10	1.2	47
767653	1	46	3.1	39
767729	2	199	2.5	45
767833	1	134	2.3	38
767866	3	649	3.8	54
768026	5	1760	3.9	33
768113	2	246	1.3	41
768142	1	147	0.4	23
768243	11	5005	1.6	25
768386	7	224	3.5	52
769108	1	921	3.6	58
769201	1	185	3.9	38
769264	4	428	2.5	31
769273	2	857	2.7	24
769513	1	215	3.3	49
769797	2	17	3.6	21
769913	2	1637	2.1	40
769978	1	597	1.6	23
770010	3	1888	1	45
770145	1	515	3.3	40
770209	4	2199	1.2	48
770364	1	110	2.9	37
770586	14	2434	3.6	61
770753	1	74	3.9	19
770792	1	282	1.3	56
770846	1	1826	2.5	19
770935	1	362	0.7	50
770958	3	1100	1.4	20
771092	1	112	0.5	29
771215	2	483	0.7	53
771347	2	376	3.9	39
771449	1	67	3.8	29
771615	1	426	3.3	20
771727	1	473	0.3	17
771730	1	445	1	40
771734	1	417	4.7	31
771784	4	188	3	39
771817	1	115	4.3	18
771829	5	956	0.9	25
772005	6	2046	2.9	27
772107	14	3630	2.3	32
772470	2	480	1	45
772482	1	43	3	28
772660	8	4076	1.7	51
772682	1	186	2.5	38
772780	1	19	3.2	24
772884	2	905	3	49
772953	1	234	1.9	50
773289	2	604	3.8	60
773570	6	1742	1.1	33
773959	6	1089	4.4	55
774435	11	1783	3.4	45
774494	1	274	2.7	31
774564	1	470	3.6	42
774725	5	4753	3	41
774828	18	10805	1.6	58
775039	1	106	2.1	28
775076	57	22639	0.5	27
775178	4	624	3.8	33
775365	1	636	2.2	36
775457	1	76	2.5	48
775804	1	222	2.2	39
776544	8	4023	3.3	21
776673	12	2508	2.7	15
776676	1	682	1	20
776761	2	510	3.6	42
776891	1	529	0	35
776928	3	223	1.1	40
777023	1	743	3.6	16
777125	1	25	0.6	57
777152	1	253	3.9	43
777188	1	421	4.5	67
777196	1	66	3.6	35
777263	4	991	0.1	41
777535	1	264	3.4	36
777665	1	324	4.4	20
777736	5	2756	1.7	26
777762	7	2292	2.4	29
777856	1	427	1.9	44
777859	1	599	3.1	55
777869	2	1412	1.2	59
778035	1	194	1	45
778330	6	3042	2.1	26
778402	2	82	0.6	17
778405	1	175	2.2	52
778589	1	456	2.9	32
779074	11	3788	2.8	17
779075	1	662	3.5	21
779226	1	229	0.2	26
779389	1	124	2.3	46
779466	2	117	2.9	51
779501	1	154	3.2	17
779639	3	3465	2	22
779705	7	1144	1.3	44
779902	1	483	2.6	37
779937	1	74	0.1	34
779982	2	2249	2.9	20
780000	3	1512	3.6	43
780308	1	558	3.6	28
780362	3	385	4.1	55
780455	1	633	1.9	27
780516	1	422	0.8	36
780529	2	540	0	17
780665	14	3491	0.7	52
780890	7	304	2.4	50
780893	10	1466	2.8	35
780942	2	829	2.7	16
781072	1	288	0.3	38
781112	9	69	1.8	45
781171	1	798	1.9	33
781203	4	109	1.8	25
781374	33	12822	2	50
781745	10	1391	1.8	15
781790	4	1296	0.9	52
781917	6	694	1.8	28
782054	1	48	2.1	32
782231	1	10	1.2	48
782234	1	191	2.7	57
782265	2	423	2.1	38
782286	4	1481	1.1	44
782485	1	24	0.5	46
782498	4	838	1	36
782613	1	93	2.4	42
782774	1	44	2.2	33
782854	6	4824	3.5	18
783315	1	181	2.2	48
783361	1	252	3.3	60
783629	1	511	1	21
783704	2	822	1.6	48
783819	1	261	3.6	68
784016	1	534	3	23
784249	13	7712	2	30
784287	13	3745	3.1	28
784320	5	1175	1.7	43
784501	1	1362	2.1	58
784670	7	678	3.6	25
784852	8	1354	2.9	27
784902	1	196	3.1	29
784920	6	3776	2.1	17
784979	12	3860	1.5	16
784987	1	725	2.9	46
785080	160	39588	1.8	16
785142	2	812	2.8	19
785181	5	439	3.6	42
785186	4	2198	2.1	54
785322	3	3563	2.5	20
785531	1	367	0.5	48
785756	2	158	1.8	39
785830	1	1306	1.4	54
785877	1	172	3.3	24
785890	1	46	1	23
785936	1	36	2.6	22
785943	2	1773	2.5	47
786087	1	219	2.5	52
786539	2	452	2.2	46
786632	1	213	3.7	34
786804	1	18	4.3	41
786841	9	3668	2.5	30
786861	9	582	2	38
787489	1	362	1.5	58
787504	4	1537	3.1	28
787638	11	5888	2.5	53
787654	1	293	3.7	47
787708	2	1361	2.9	49
787717	2	590	1.4	27
787729	2	391	0.7	20
787829	2	986	3.2	39
788213	24	11418	4	15
788482	2	277	3.8	49
788508	2	82	3.3	62
788528	6	853	2.7	37
788716	15	1387	2.3	41
788805	3	1002	2.8	47
788818	12	3898	1.4	32
788980	1	256	1.3	28
789453	24	1233	3	36
789507	1	24	1.4	15
789625	1	503	1.6	59
789690	1	508	1.7	62
789729	4	787	1.2	40
789793	1	62	0.9	48
789878	6	700	4	38
789898	8	2949	2.4	36
789946	2	372	3.4	40
790011	2	857	3	25
790139	1	15	3.6	18
790215	1	39	0	24
790349	5	506	1.8	40
790387	18	5535	1.5	49
790521	2	647	1.5	32
790540	1	482	4.3	22
790674	2	35	1.4	15
790803	1	429	2.9	31
790907	1	571	2.2	27
790970	1	49	2.2	36
791478	2	463	1.2	21
791516	2	1105	1.2	48
791641	1	674	2.8	45
791849	4	1141	2.3	50
791906	3	688	1.7	45
791975	2	213	1.7	57
792266	9	13	2.1	48
792524	1	150	2.5	45
